,Path,Models,t_leaf,t_downy,Ground truth,p_leaf,p_downy,Predict
866,IMG_9309_15.npy,deeplab3+,21136,2390,0.10158973051092408,33421.0,4604.0,0.12107824
867,IMG_9309_17.npy,deeplab3+,22991,3058,0.1173941418096664,34531.0,5076.0,0.12815917
868,IMG_9309_18.npy,deeplab3+,23872,2947,0.10988478317610649,34946.0,4746.0,0.119570695
869,IMG_9309_20.npy,deeplab3+,23806,3715,0.13498782747719923,33846.0,5789.0,0.14605778
870,IMG_9309_4.npy,deeplab3+,21932,1729,0.07307383458011073,37333.0,2939.0,0.07297874
871,IMG_9309_5.npy,deeplab3+,21042,2933,0.12233576642335767,34712.0,5175.0,0.12974152
872,IMG_9310_20.npy,deeplab3+,24609,2964,0.1074964639321075,34561.0,4948.0,0.12523729
873,IMG_9310_9.npy,deeplab3+,23133,3222,0.12225384177575413,34482.0,5082.0,0.12845011
874,IMG_9311_1.npy,deeplab3+,32447,4787,0.1285652897889026,33653.0,5649.0,0.14373314
875,IMG_9311_12.npy,deeplab3+,35708,3746,0.09494601307852182,35421.0,4443.0,0.11145394
876,IMG_9311_19.npy,deeplab3+,38356,5601,0.1274199786154651,34269.0,5098.0,0.12949933
877,IMG_9311_20.npy,deeplab3+,33947,6989,0.17072991987492672,32951.0,7085.0,0.17696573
878,IMG_9311_8.npy,deeplab3+,34985,3552,0.09217116018371954,35678.0,4106.0,0.10320732
879,IMG_9312_15.npy,deeplab3+,34653,4317,0.11077752117013087,34777.0,5072.0,0.12728049
880,IMG_9312_6.npy,deeplab3+,33720,5533,0.14095737905383027,33210.0,6144.0,0.15612136
881,IMG_9314_14.npy,deeplab3+,30894,3848,0.11075931149617178,35244.0,4189.0,0.106230825
882,IMG_9314_15.npy,deeplab3+,29479,4372,0.1291542347345721,34308.0,5452.0,0.13712274
883,IMG_9315_17.npy,deeplab3+,24453,3714,0.13185642773458303,34088.0,5366.0,0.13600649
884,IMG_9316_12.npy,deeplab3+,21897,2605,0.1063178516039507,35040.0,3897.0,0.10008475
885,IMG_9316_13.npy,deeplab3+,20920,2725,0.11524635229435398,35106.0,4435.0,0.11216206
886,IMG_9316_14.npy,deeplab3+,22340,1909,0.07872489587199472,36513.0,3091.0,0.07804767
887,IMG_9316_5.npy,deeplab3+,21229,2469,0.10418600725799645,35399.0,3990.0,0.10129732
888,IMG_9317_11.npy,deeplab3+,28893,3457,0.10686244204018547,34774.0,4556.0,0.11584032
889,IMG_9317_19.npy,deeplab3+,33265,2488,0.069588565994462,36629.0,2628.0,0.066943474
890,IMG_9317_2.npy,deeplab3+,24421,4971,0.1691276537833424,32594.0,7363.0,0.1842731
891,IMG_9317_4.npy,deeplab3+,27685,3434,0.11035058967190463,34768.0,4409.0,0.11254052
892,IMG_9317_6.npy,deeplab3+,27588,4656,0.14439895794566432,34099.0,5687.0,0.14293973
893,IMG_9318_18.npy,deeplab3+,27310,5892,0.17745918920546955,32271.0,6972.0,0.17766225
894,IMG_9318_2.npy,deeplab3+,24528,2999,0.1089475787408726,35707.0,3780.0,0.095727704
895,IMG_9318_5.npy,deeplab3+,24811,2696,0.09801141527611154,34955.0,4048.0,0.103786886
896,IMG_9318_9.npy,deeplab3+,26802,2686,0.09108790016277808,35235.0,4031.0,0.102658786
897,IMG_9319_12.npy,deeplab3+,30690,0,0.0,39370.0,0.0,0.0
898,IMG_9319_16.npy,deeplab3+,25447,4267,0.1436023423302147,33679.0,5926.0,0.14962757
899,IMG_9319_6.npy,deeplab3+,22810,5859,0.2043670863999442,29950.0,9483.0,0.24048387
900,IMG_9320_12.npy,deeplab3+,26572,2744,0.0936007640878701,35939.0,4083.0,0.10201889
901,IMG_9320_14.npy,deeplab3+,24225,3116,0.11396803335649756,35640.0,3975.0,0.10034078
902,IMG_9320_16.npy,deeplab3+,26435,2946,0.10026888124978728,35120.0,3935.0,0.10075534
903,IMG_9320_5.npy,deeplab3+,22854,4126,0.15292809488510006,33228.0,6291.0,0.15918925
904,IMG_9322_10.npy,deeplab3+,27945,5065,0.15343835201454104,32710.0,5970.0,0.15434334
905,IMG_9322_5.npy,deeplab3+,27519,2947,0.09673078185518283,33905.0,4148.0,0.10900586
906,IMG_9323_18.npy,deeplab3+,26117,3896,0.12981041548662248,34551.0,4740.0,0.12063831
907,IMG_9323_20.npy,deeplab3+,25292,5451,0.17730865562892364,32765.0,6929.0,0.17456038
908,IMG_9323_9.npy,deeplab3+,23251,5771,0.19884914892150782,31446.0,8456.0,0.2119192
909,IMG_9325_16.npy,deeplab3+,26421,4424,0.14342681147673852,33331.0,6717.0,0.16772373
910,IMG_9325_20.npy,deeplab3+,27585,5662,0.1703010797966734,32711.0,6852.0,0.17319213
911,IMG_9325_9.npy,deeplab3+,26848,3559,0.11704541717367711,34365.0,4733.0,0.12105478
912,IMG_9326_10.npy,deeplab3+,27173,0,0.0,39459.0,0.0,0.0
913,IMG_9326_13.npy,deeplab3+,28543,0,0.0,39481.0,0.0,0.0
914,IMG_9326_17.npy,deeplab3+,27358,0,0.0,39307.0,0.0,0.0
915,IMG_9326_5.npy,deeplab3+,25484,0,0.0,39269.0,0.0,0.0
916,IMG_9326_8.npy,deeplab3+,26600,0,0.0,39662.0,0.0,0.0
917,IMG_9327_7.npy,deeplab3+,29481,0,0.0,39305.0,0.0,0.0
918,IMG_9328_11.npy,deeplab3+,34201,0,0.0,39913.0,0.0,0.0
919,IMG_9328_18.npy,deeplab3+,38425,0,0.0,39918.0,0.0,0.0
920,IMG_9328_19.npy,deeplab3+,37443,0,0.0,39384.0,0.0,0.0
921,IMG_9330_12.npy,deeplab3+,25916,4060,0.13544168668267947,33852.0,5266.0,0.13461833
922,IMG_9330_16.npy,deeplab3+,25178,4036,0.13815294037105497,33561.0,5525.0,0.14135496
923,IMG_9330_17.npy,deeplab3+,25661,4074,0.1370102572725744,33262.0,5699.0,0.14627448
924,IMG_9331_1.npy,deeplab3+,26273,4873,0.15645668785718872,33687.0,5977.0,0.15069081
925,IMG_9331_17.npy,deeplab3+,29797,4533,0.13204194581998252,34469.0,4898.0,0.12441893
926,IMG_9331_7.npy,deeplab3+,26412,3248,0.10950775455158462,35345.0,4266.0,0.10769736
927,IMG_9331_9.npy,deeplab3+,27093,4119,0.1319684736639754,33522.0,5398.0,0.13869476
928,IMG_9332_15.npy,deeplab3+,26467,2560,0.08819375064595032,36294.0,3517.0,0.08834242
929,IMG_9332_9.npy,deeplab3+,27329,0,0.0,39242.0,0.0,0.0
930,IMG_9333_10.npy,deeplab3+,38043,0,0.0,39269.0,0.0,0.0
931,IMG_9333_4.npy,deeplab3+,31908,0,0.0,39224.0,0.0,0.0
932,IMG_9336_17.npy,deeplab3+,34274,0,0.0,39764.0,0.0,0.0
933,IMG_9337_18.npy,deeplab3+,36043,0,0.0,38589.0,0.0,0.0
934,IMG_9337_3.npy,deeplab3+,28047,0,0.0,39329.0,0.0,0.0
935,IMG_9337_9.npy,deeplab3+,32484,0,0.0,39385.0,0.0,0.0
936,IMG_9338_13.npy,deeplab3+,28555,0,0.0,39306.0,0.0,0.0
937,IMG_9338_20.npy,deeplab3+,31532,0,0.0,39600.0,0.0,0.0
938,IMG_9339_7.npy,deeplab3+,37112,0,0.0,39215.0,0.0,0.0
939,IMG_9340_10.npy,deeplab3+,30551,503,0.016197591292587105,38766.0,694.0,0.01758743
940,IMG_9340_17.npy,deeplab3+,41635,0,0.0,38681.0,0.0,0.0
941,IMG_9341_19.npy,deeplab3+,27835,0,0.0,40007.0,0.0,0.0
942,IMG_9342_11.npy,deeplab3+,39547,0,0.0,39109.0,0.0,0.0
943,IMG_9342_19.npy,deeplab3+,40202,0,0.0,39511.0,0.0,0.0
944,IMG_9342_20.npy,deeplab3+,40953,0,0.0,39204.0,0.0,0.0
945,IMG_9343_15.npy,deeplab3+,28549,0,0.0,39713.0,0.0,0.0
946,IMG_9343_6.npy,deeplab3+,27776,0,0.0,39277.0,0.0,0.0
947,IMG_9344_10.npy,deeplab3+,35041,0,0.0,39488.0,0.0,0.0
948,IMG_9345_3.npy,deeplab3+,29187,0,0.0,38749.0,0.0,0.0
949,IMG_9347_12.npy,deeplab3+,42332,0,0.0,39498.0,0.0,0.0
950,IMG_9353_15.npy,deeplab3+,38586,5549,0.12572788036705562,34092.0,4902.0,0.12571165
951,IMG_9353_2.npy,deeplab3+,39972,2617,0.0614477916832985,37462.0,2389.0,0.059948307
952,IMG_9353_3.npy,deeplab3+,39322,4573,0.1041804305729582,35717.0,4421.0,0.110145
953,IMG_9353_5.npy,deeplab3+,37633,5193,0.12125811422967356,35101.0,4594.0,0.11573246
954,IMG_9354_1.npy,deeplab3+,23882,7351,0.23536003585950757,30281.0,9554.0,0.23983933
955,IMG_9354_3.npy,deeplab3+,24731,5693,0.18712200894031028,31994.0,7472.0,0.18932752
956,IMG_9354_7.npy,deeplab3+,29074,5270,0.15344747262986258,33197.0,6595.0,0.16573682
957,IMG_9356_12.npy,deeplab3+,30604,7574,0.1983865053171984,31176.0,8403.0,0.21230955
958,IMG_9356_7.npy,deeplab3+,29986,5877,0.16387363020383125,32570.0,6821.0,0.17316139
959,IMG_9357_16.npy,deeplab3+,37134,4486,0.10778471888515137,35233.0,4488.0,0.11298809
960,IMG_9357_19.npy,deeplab3+,34398,5345,0.13448909241879073,33246.0,5682.0,0.14596178
961,IMG_9357_4.npy,deeplab3+,30747,6262,0.16920208597908618,33671.0,5714.0,0.14508061
962,IMG_9357_5.npy,deeplab3+,37272,0,0.0,39243.0,0.0,0.0
963,IMG_9357_6.npy,deeplab3+,34993,1420,0.038997061489028643,37926.0,1683.0,0.042490344
964,IMG_9357_7.npy,deeplab3+,37161,0,0.0,39854.0,0.0,0.0
965,IMG_9358_13.npy,deeplab3+,33504,5914,0.15003297985691816,34187.0,5736.0,0.14367658
966,IMG_9358_15.npy,deeplab3+,35363,4629,0.11574814962992598,34816.0,4808.0,0.1213406
967,IMG_9358_6.npy,deeplab3+,32391,6309,0.1630232558139535,33393.0,5950.0,0.15123402
968,IMG_9359_11.npy,deeplab3+,28511,3488,0.10900340635644865,34946.0,4731.0,0.11923785
969,IMG_9359_5.npy,deeplab3+,26644,3571,0.11818633129240444,34392.0,5234.0,0.132085
970,IMG_9360_16.npy,deeplab3+,33957,0,0.0,39292.0,0.0,0.0
971,IMG_9360_19.npy,deeplab3+,27910,5150,0.1557773744706594,33644.0,6010.0,0.151561
972,IMG_9360_20.npy,deeplab3+,28725,5394,0.15809373076584893,33321.0,6408.0,0.16129276
973,IMG_9360_9.npy,deeplab3+,26486,3400,0.11376564277588168,34262.0,5141.0,0.1304723
974,IMG_9362_1.npy,deeplab3+,28440,3644,0.11357686074055603,34913.0,5011.0,0.12551348
975,IMG_9362_19.npy,deeplab3+,38343,0,0.0,39279.0,0.0,0.0
976,IMG_9362_3.npy,deeplab3+,32734,0,0.0,39941.0,0.0,0.0
977,IMG_9363_17.npy,deeplab3+,36852,0,0.0,39519.0,0.0,0.0
978,IMG_9363_2.npy,deeplab3+,25249,6494,0.20458053744132565,31648.0,8158.0,0.20494398
979,IMG_9363_4.npy,deeplab3+,24861,5839,0.1901954397394137,32671.0,6968.0,0.17578648
980,IMG_9364_14.npy,deeplab3+,35251,5036,0.1250031027378559,34367.0,5309.0,0.13380885
981,IMG_9364_15.npy,deeplab3+,35894,4324,0.10751404843602368,34410.0,4531.0,0.11635551
982,IMG_9364_17.npy,deeplab3+,39399,4201,0.09635321100917431,35348.0,3855.0,0.09833431
983,IMG_9364_18.npy,deeplab3+,40574,3205,0.07320861600310652,36756.0,2953.0,0.07436601
984,IMG_9364_20.npy,deeplab3+,37266,6760,0.1535456321264707,33340.0,6464.0,0.16239575
985,IMG_9365_10.npy,deeplab3+,20569,5158,0.2004897578419559,31512.0,7590.0,0.19410771
986,IMG_9365_11.npy,deeplab3+,22108,4999,0.1844173091821301,32059.0,6989.0,0.17898484
987,IMG_9365_15.npy,deeplab3+,21780,5321,0.19633961846426332,31818.0,7704.0,0.1949294
988,IMG_9365_5.npy,deeplab3+,18911,4737,0.20031292286874156,31445.0,7979.0,0.2023894
989,IMG_9365_6.npy,deeplab3+,21155,4363,0.1709773493220472,32776.0,6787.0,0.17154917
990,IMG_9367_18.npy,deeplab3+,33143,7926,0.19299228128271934,30986.0,8683.0,0.21888629
991,IMG_9367_7.npy,deeplab3+,31385,5408,0.14698448074361972,33579.0,6020.0,0.15202405
992,IMG_9369_10.npy,deeplab3+,32036,0,0.0,39224.0,0.0,0.0
993,IMG_9369_14.npy,deeplab3+,29620,0,0.0,38333.0,0.0,0.0
994,IMG_9369_20.npy,deeplab3+,34224,0,0.0,39710.0,0.0,0.0
995,IMG_9370_11.npy,deeplab3+,40083,0,0.0,40153.0,0.0,0.0
996,IMG_9371_16.npy,deeplab3+,24636,4903,0.16598395341751582,32941.0,6379.0,0.16223297
997,IMG_9371_3.npy,deeplab3+,23021,3556,0.13379990217105014,33459.0,5279.0,0.13627446
998,IMG_9372_16.npy,deeplab3+,31941,6379,0.16646659707724426,32971.0,6324.0,0.1609365
999,IMG_9373_11.npy,deeplab3+,30156,5578,0.1560978339956344,33804.0,5838.0,0.14726804
1000,IMG_9373_19.npy,deeplab3+,31598,7443,0.19064573141056837,32575.0,6999.0,0.17685854
1001,IMG_9373_20.npy,deeplab3+,32054,4453,0.12197660722601145,34952.0,4797.0,0.120682284
1002,IMG_9373_9.npy,deeplab3+,26953,5819,0.1775601122909801,32381.0,6710.0,0.17165077
1003,IMG_9375_10.npy,deeplab3+,34990,0,0.0,38570.0,0.0,0.0
1004,IMG_9375_14.npy,deeplab3+,32610,4681,0.12552626639135447,34354.0,4594.0,0.11795214
1005,IMG_9376_15.npy,deeplab3+,43355,4628,0.09645082633432674,35295.0,3997.0,0.10172554
1006,IMG_9377_7.npy,deeplab3+,33182,0,0.0,39280.0,0.0,0.0
1007,IMG_9379_14.npy,deeplab3+,30775,2740,0.08175443831120394,36251.0,3352.0,0.084640056
1008,IMG_9380_7.npy,deeplab3+,37490,124,0.003296644866273196,39119.0,0.0,0.0
1009,IMG_9381_1.npy,deeplab3+,37175,3965,0.0963782207097715,35578.0,3962.0,0.10020233
1010,IMG_9381_14.npy,deeplab3+,36570,1985,0.051484891713137075,37708.0,1941.0,0.048954576
1011,IMG_9381_9.npy,deeplab3+,37853,2353,0.058523603442272296,36862.0,2672.0,0.06758739
1012,IMG_9382_6.npy,deeplab3+,34309,0,0.0,39161.0,0.0,0.0
1013,IMG_9383_7.npy,deeplab3+,31576,0,0.0,39065.0,0.0,0.0
1014,IMG_9383_9.npy,deeplab3+,31414,0,0.0,39854.0,0.0,0.0
1015,IMG_9384_7.npy,deeplab3+,28779,0,0.0,39053.0,0.0,0.0
1016,IMG_9384_9.npy,deeplab3+,29623,0,0.0,39375.0,0.0,0.0
1017,IMG_9387_10.npy,deeplab3+,40271,3922,0.08874708664268097,35089.0,3268.0,0.08519957
1018,IMG_9387_13.npy,deeplab3+,43673,679,0.015309343434343434,38903.0,630.0,0.015936054
1019,IMG_9387_3.npy,deeplab3+,43622,1077,0.024094498758361484,38586.0,995.0,0.025138324
1020,IMG_9389_3.npy,deeplab3+,43167,0,0.0,39765.0,0.0,0.0
1021,IMG_9389_4.npy,deeplab3+,39000,0,0.0,38874.0,0.0,0.0
1022,IMG_9389_9.npy,deeplab3+,41780,0,0.0,39192.0,0.0,0.0
1023,IMG_9390_6.npy,deeplab3+,39132,0,0.0,39129.0,0.0,0.0
1024,IMG_9390_8.npy,deeplab3+,39870,0,0.0,39523.0,0.0,0.0
1025,IMG_9392_11.npy,deeplab3+,32357,3202,0.09004752664585618,35798.0,3654.0,0.092618875
1026,IMG_9430_15.npy,deeplab3+,74090,6843,0.08455141907503738,35489.0,3609.0,0.09230651
1027,IMG_9430_20.npy,deeplab3+,72973,10396,0.12469862898679365,34511.0,5115.0,0.12908192
1028,IMG_9430_5.npy,deeplab3+,76340,0,0.0,39261.0,0.0,0.0
1029,IMG_9430_6.npy,deeplab3+,72790,1244,0.016803090471945323,38590.0,672.0,0.017115787
1030,IMG_9431_5.npy,deeplab3+,54911,6377,0.10404973241091241,35213.0,4125.0,0.10486044
1031,IMG_9432_11.npy,deeplab3+,82887,13132,0.13676459867317928,34245.0,5343.0,0.13496514
1032,IMG_9432_17.npy,deeplab3+,78221,13082,0.1432811627219259,33475.0,6108.0,0.15430866
1033,IMG_9433_13.npy,deeplab3+,54798,0,0.0,39545.0,0.0,0.0
1034,IMG_9434_18.npy,deeplab3+,65577,7199,0.09891997361767615,35436.0,4141.0,0.104631476
1035,IMG_9434_9.npy,deeplab3+,55134,6058,0.09899986926395607,35202.0,4222.0,0.10709213
1036,IMG_9435_19.npy,deeplab3+,69976,0,0.0,40293.0,0.0,0.0
1037,IMG_9435_20.npy,deeplab3+,71842,1626,0.02213208471715577,38119.0,944.0,0.02416609
1038,IMG_9436_11.npy,deeplab3+,58723,0,0.0,39539.0,0.0,0.0
1039,IMG_9436_6.npy,deeplab3+,53751,2197,0.039268606563237295,38522.0,1570.0,0.03915993
1040,IMG_9437_13.npy,deeplab3+,57177,0,0.0,38868.0,0.0,0.0
1041,IMG_9437_18.npy,deeplab3+,59206,1175,0.01945976383299382,38888.0,848.0,0.021340849
1042,IMG_9440_17.npy,deeplab3+,64054,6724,0.09500127158156489,35502.0,4362.0,0.109422036
1043,IMG_9440_2.npy,deeplab3+,52591,4772,0.08318951240346564,36042.0,3431.0,0.08692017
1044,IMG_9442_7.npy,deeplab3+,43779,739,0.01660002695538883,39079.0,655.0,0.016484622
1045,IMG_9443_1.npy,deeplab3+,40782,1628,0.038387172836595145,38012.0,1612.0,0.040682416
1046,IMG_9443_11.npy,deeplab3+,36440,0,0.0,39490.0,0.0,0.0
1047,IMG_9443_13.npy,deeplab3+,34008,650,0.018754688672168042,38742.0,706.0,0.017896978
1048,IMG_9443_16.npy,deeplab3+,38860,0,0.0,39246.0,0.0,0.0
1049,IMG_9443_18.npy,deeplab3+,39540,0,0.0,39412.0,0.0,0.0
1050,IMG_9443_6.npy,deeplab3+,36593,772,0.020661046433828448,39315.0,741.0,0.0184991
1051,IMG_9444_17.npy,deeplab3+,41378,1799,0.04166570164671005,37914.0,1971.0,0.049417075
1052,IMG_9444_18.npy,deeplab3+,48902,0,0.0,39185.0,0.0,0.0
1053,IMG_9444_5.npy,deeplab3+,47553,2246,0.045101307255165764,37290.0,1921.0,0.048991356
1054,IMG_9445_1.npy,deeplab3+,45413,0,0.0,39509.0,0.0,0.0
1055,IMG_9445_13.npy,deeplab3+,42959,0,0.0,39738.0,0.0,0.0
1056,IMG_9445_20.npy,deeplab3+,42936,0,0.0,39375.0,0.0,0.0
1057,IMG_9447_10.npy,deeplab3+,49783,0,0.0,40049.0,0.0,0.0
1058,IMG_9447_13.npy,deeplab3+,45768,0,0.0,39405.0,0.0,0.0
1059,IMG_9447_8.npy,deeplab3+,47655,0,0.0,39715.0,0.0,0.0
1060,IMG_9448_17.npy,deeplab3+,37932,3776,0.09053419008343723,35983.0,3505.0,0.08876114
1061,IMG_9448_18.npy,deeplab3+,39311,2185,0.052655677655677656,37684.0,1937.0,0.048888218
1062,IMG_9448_7.npy,deeplab3+,36472,3318,0.0833877858758482,36549.0,3140.0,0.07911512
1063,cxz-1_20.npy,deeplab3+,12827,0,0.0,39639.0,0.0,0.0
1064,16-1-1-1(1)_10.npy,unet,44064,0,0.0,39405.0,0.0,0.0
1065,16-1-1-1(1)_13.npy,unet,43373,0,0.0,38727.0,0.0,0.0
1066,16-1-1-1(1)_6.npy,unet,42192,0,0.0,39563.0,0.0,0.0
1067,16-1-1-1(100)_12.npy,unet,17545,0,0.0,39127.0,0.0,0.0
1068,16-1-1-1(100)_7.npy,unet,17747,0,0.0,38786.0,0.0,0.0
1069,16-1-1-1(101)_2.npy,unet,19962,0,0.0,38849.0,0.0,0.0
1070,16-1-1-1(108)_1.npy,unet,9128,2790,0.23409968115455612,31020.0,8646.0,0.21797004
1071,16-1-1-1(108)_12.npy,unet,11285,0,0.0,39078.0,0.0,0.0
1072,16-1-1-1(108)_13.npy,unet,11362,0,0.0,39218.0,0.0,0.0
1073,16-1-1-1(108)_15.npy,unet,11779,0,0.0,39533.0,0.0,0.0
1074,16-1-1-1(108)_22.npy,unet,9236,1980,0.17653352353780313,33613.0,6130.0,0.154241
1075,16-1-1-1(108)_5.npy,unet,8291,3340,0.2871636144785487,28677.0,10858.0,0.27464274
1076,16-1-1-1(110)_8.npy,unet,12499,0,0.0,39187.0,0.0,0.0
1077,16-1-1-1(14)_7.npy,unet,15068,6366,0.2970047587944387,27955.0,10926.0,0.28101128
1078,16-1-1-1(18)_5.npy,unet,16119,0,0.0,39546.0,0.0,0.0
1079,16-1-1-1(18)_6.npy,unet,15993,0,0.0,38028.0,0.0,0.0
1080,16-1-1-1(2)_5.npy,unet,38516,0,0.0,38791.0,0.0,0.0
1081,16-1-1-1(20)_12.npy,unet,29222,6462,0.1810895639502298,32100.0,6995.0,0.17892313
1082,16-1-1-1(20)_17.npy,unet,26820,8243,0.2350911216952343,30031.0,8665.0,0.22392495
1083,16-1-1-1(201)_4.npy,unet,35560,0,0.0,38240.0,0.0,0.0
1084,16-1-1-1(201)_7.npy,unet,37065,0,0.0,39714.0,0.0,0.0
1085,16-1-1-1(202)_6.npy,unet,46873,0,0.0,38929.0,0.0,0.0
1086,16-1-1-1(204)_4.npy,unet,46744,0,0.0,39426.0,0.0,0.0
1087,16-1-1-1(208)_12.npy,unet,14527,3144,0.17791862373380116,31531.0,6897.0,0.17947851
1088,16-1-1-1(208)_15.npy,unet,14370,4518,0.2391994917407878,30086.0,9321.0,0.23653159
1089,16-1-1-1(21)_5.npy,unet,15881,3144,0.1652562417871222,29580.0,9370.0,0.24056482
1090,16-1-1-1(210)_10.npy,unet,7023,4982,0.414993752603082,24315.0,15114.0,0.3833219
1091,16-1-1-1(25)_7.npy,unet,20155,1936,0.0876374994341587,35347.0,3455.0,0.0890418
1092,16-1-1-1(25)_8.npy,unet,18137,2946,0.1397334345207039,31907.0,6127.0,0.16109271
1093,16-1-1-1(26)_14.npy,unet,12108,7724,0.3894715611133522,24037.0,15559.0,0.39294374
1094,16-1-1-1(26)_15.npy,unet,12680,6516,0.3394457178578871,25748.0,12728.0,0.33080363
1095,16-1-1-1(27)_15.npy,unet,15633,4149,0.2097361237488626,31510.0,8025.0,0.20298469
1096,16-1-1-1(28)_9.npy,unet,21965,0,0.0,39518.0,0.0,0.0
1097,16-1-1-1(30)_12.npy,unet,7108,1969,0.21692189049245345,29852.0,9167.0,0.23493682
1098,16-1-1-1(30)_16.npy,unet,6907,2248,0.24554888039322775,29035.0,9978.0,0.2557609
1099,16-1-1-1(30)_17.npy,unet,6645,2324,0.25911472850930983,28970.0,10153.0,0.25951487
1100,16-1-1-1(30)_24.npy,unet,7369,1894,0.20446939436467668,30815.0,8689.0,0.2199524
1101,16-1-1-1(30)_27.npy,unet,6820,2137,0.23858434743775817,30172.0,8644.0,0.22269167
1102,16-1-1-1(30)_5.npy,unet,8581,0,0.0,39180.0,0.0,0.0
1103,16-1-1-1(30)_6.npy,unet,8507,0,0.0,39289.0,0.0,0.0
1104,16-1-1-1(300)_12.npy,unet,13235,5997,0.31182404326123125,26774.0,12144.0,0.3120407
1105,16-1-1-1(303)_2.npy,unet,16053,5249,0.24640878790723875,31927.0,8306.0,0.20644744
1106,16-1-1-1(308)_16.npy,unet,13012,5619,0.3015941173313295,27256.0,12105.0,0.3075379
1107,16-1-1-1(308)_4.npy,unet,12208,5746,0.3200401024841261,26504.0,13037.0,0.3297084
1108,16-1-1-1(309)_14.npy,unet,12986,6995,0.35008257844952706,24622.0,14288.0,0.36720636
1109,16-1-1-1(310)_1.npy,unet,5682,6190,0.5213948787061995,18613.0,19961.0,0.5174729
1110,16-1-1-1(310)_6.npy,unet,6912,3078,0.3081081081081081,26451.0,13206.0,0.33300552
1111,16-1-1-1(32)_17.npy,unet,13927,4344,0.23775381752503968,29058.0,9390.0,0.24422596
1112,16-1-1-1(32)_2.npy,unet,15032,2693,0.15193229901269392,32313.0,6471.0,0.16684715
1113,16-1-1-1(32)_8.npy,unet,13461,4089,0.232991452991453,30076.0,9688.0,0.24363746
1114,16-1-1-1(37)1_12.npy,unet,34545,3742,0.09773552380703633,34655.0,4655.0,0.1184177
1115,16-1-1-1(38)1_10.npy,unet,25937,6366,0.19707147942915518,30862.0,7691.0,0.1994916
1116,16-1-1-1(38)1_18.npy,unet,24476,8043,0.2473323287923983,29130.0,10297.0,0.26116621
1117,16-1-1-1(39)1_7.npy,unet,23414,11065,0.3209199802778503,25459.0,12757.0,0.33381307
1118,16-1-1-1(40)1_8.npy,unet,36876,0,0.0,38809.0,0.0,0.0
1119,16-1-1-1(403)_10.npy,unet,27143,9490,0.2590560423661726,28718.0,10326.0,0.26447085
1120,16-1-1-1(403)_4.npy,unet,28330,6270,0.18121387283236995,32615.0,7685.0,0.1906948
1121,16-1-1-1(408)_3.npy,unet,6870,4215,0.38024357239512857,24262.0,14894.0,0.38037592
1122,16-1-1-1(409)_17.npy,unet,7377,4255,0.3658012379642366,24633.0,14678.0,0.3733815
1123,16-1-1-1(41)1_1.npy,unet,36631,0,0.0,39208.0,0.0,0.0
1124,16-1-1-1(41)1_10.npy,unet,36014,545,0.01490740994009683,38246.0,726.0,0.01862876
1125,16-1-1-1(42)1_12.npy,unet,4981,1400,0.21940134775113618,29920.0,9305.0,0.23722117
1126,16-1-1-1(42)1_13.npy,unet,4423,1861,0.29614894971355826,27886.0,10967.0,0.28226906
1127,16-1-1-1(42)1_17.npy,unet,5129,1169,0.1856144807875516,31989.0,7549.0,0.19093025
1128,16-1-1-1(42)1_18.npy,unet,6341,0,0.0,39830.0,0.0,0.0
1129,16-1-1-1(42)1_19.npy,unet,4490,1936,0.30127606598194834,28724.0,11435.0,0.28474316
1130,16-1-1-1(42)1_20.npy,unet,4620,1858,0.2868169188020994,28003.0,11585.0,0.2926392
1131,16-1-1-1(42)1_21.npy,unet,5248,1163,0.181406956793012,31866.0,8345.0,0.20753027
1132,16-1-1-1(42)1_25.npy,unet,4474,1958,0.30441542288557216,26648.0,12675.0,0.32233045
1133,16-1-1-1(43)1_10.npy,unet,12461,3792,0.2333107733956808,29609.0,9446.0,0.24186404
1134,16-1-1-1(43)1_15.npy,unet,12998,4224,0.24526768087330159,29988.0,9710.0,0.2445967
1135,16-1-1-1(43)1_16.npy,unet,13222,4436,0.2512175784347038,30353.0,9247.0,0.2335101
1136,16-1-1-1(6)_9.npy,unet,13288,0,0.0,38554.0,0.0,0.0
1137,16-1-1-1(7)_8.npy,unet,12894,0,0.0,38526.0,0.0,0.0
1138,16-1-1-1(9)_14.npy,unet,30457,0,0.0,38950.0,0.0,0.0
1139,16-1-1-1_4.npy,unet,43585,0,0.0,39409.0,0.0,0.0
1140,16-1-1-1_7.npy,unet,41354,0,0.0,39223.0,0.0,0.0
1141,16-1-1-2_18.npy,unet,38192,0,0.0,39432.0,0.0,0.0
1142,16-1-1-5_12.npy,unet,42449,0,0.0,39860.0,0.0,0.0
1143,16-1-1-5_2.npy,unet,41374,0,0.0,39941.0,0.0,0.0
1144,IMG_0007_10.npy,unet,66235,5199,0.07278046868437998,34199.0,2956.0,0.0795586
1145,IMG_0007_9.npy,unet,79445,744,0.009278080534736685,38962.0,340.0,0.0086509595
1146,IMG_0009_8.npy,unet,46971,12938,0.21596087399222152,30049.0,8180.0,0.21397369
1147,IMG_0011_11.npy,unet,56089,8812,0.13577602810434353,32497.0,5671.0,0.14857996
1148,IMG_0011_15.npy,unet,69860,928,0.013109566593207889,38923.0,152.0,0.003889955
